commit_sha,author,message,date,repository,pull_request
7964e8104295eaf48fc470e5c3b73b2b91e95b52,davidmartinez-nt,feat(platform-monitoring): implement decision from ADR-0003 - step 7,2021-01-08 02:00:00,platform-infra,PR-0002
cd4db0b83705f5e08aa8bcc1a59a512ccf594416,rickydavisii-nt,fix(novacommerce-cart): configure prometheus alert rules for novacommerce-cart,2021-01-07 22:00:00,novacommerce-core,PR-0003
7c06df18188a95df1add40062e7a3c7d0c3a1a25,rickydavisii-nt,fix(novacommerce-cart): configure prometheus alert rules for novacommerce-cart,2021-01-06 22:00:00,novacommerce-core,PR-0003
83682eb0a01de2a424beb39f600e7453073c653d,rickydavisii-nt,refactor(novacommerce-cart): configure prometheus alert rules for novacommerce-cart,2021-01-07 15:00:00,novacommerce-core,PR-0003
c4a5fc628dabcbfa2abe5ed67842b8c0011cf040,rickydavisii-nt,chore(novacommerce-cart): configure prometheus alert rules for novacommerce-cart,2021-01-06 17:00:00,novacommerce-core,PR-0003
988ae8715a31380d5e28a9bdb3ffd97d221b84ea,rickydavisii-nt,chore(novacommerce-cart): configure prometheus alert rules for novacommerce-cart,2021-01-06 08:00:00,novacommerce-core,PR-0003
63846fb312caa787d8813062e66fdf4877fba861,rickydavisii-nt,fix(novacommerce-cart): configure prometheus alert rules for novacommerce-cart,2021-01-07 16:00:00,novacommerce-core,PR-0003
877c6e71f2f5713b4761f11b207e44e405b5575f,rickydavisii-nt,feat(novacommerce-cart): configure prometheus alert rules for novacommerce-cart,2021-01-07 03:00:00,novacommerce-core,PR-0003
60b476289b190ff3db971c358c22a3703099df52,rickydavisii-nt,chore(novacommerce-cart): configure prometheus alert rules for novacommerce-cart,2021-01-06 08:00:00,novacommerce-core,PR-0003
06eea9c16a1752084c192d149e81c984de9381a3,rickydavisii-nt,fix(novacommerce-cart): configure prometheus alert rules for novacommerce-cart,2021-01-06 04:00:00,novacommerce-core,PR-0003
aa02c7e75e51a8b9185ccbe8867a59282eca9a73,rickydavisii-nt,feat(novacommerce-cart): configure prometheus alert rules for novacommerce-cart,2021-01-06 21:00:00,novacommerce-core,PR-0003
8b0b23474d4bc71b50b90e5e2ac342580d7104b8,aprilfrost-nt,fix(atlaspay-ledger): integrate metrics reporting client in atlaspay-ledger,2021-01-07 22:00:00,atlaspay-backend,PR-0004
b651355654fb560f0c046e2feee6e723df50345d,aprilfrost-nt,feat(atlaspay-ledger): integrate metrics reporting client in atlaspay-ledger,2021-01-08 20:00:00,atlaspay-backend,PR-0004
71b0e1940ee0d5176b68721c9012778699a2d622,aprilfrost-nt,refactor(atlaspay-ledger): integrate metrics reporting client in atlaspay-ledger,2021-01-07 15:00:00,atlaspay-backend,PR-0004
1cacf4e1f3e9ff98cad42f15dd5b57e5a445f101,aprilfrost-nt,feat(atlaspay-ledger): integrate metrics reporting client in atlaspay-ledger,2021-01-08 22:00:00,atlaspay-backend,PR-0004
b785af3d1cf17a384b5806a0a74ee852bfa68efb,aprilfrost-nt,docs(atlaspay-ledger): integrate metrics reporting client in atlaspay-ledger,2021-01-08 04:00:00,atlaspay-backend,PR-0004
339f5f0fd96caffc7020c097b076169b225b09cb,aprilfrost-nt,chore(atlaspay-ledger): integrate metrics reporting client in atlaspay-ledger,2021-01-07 09:00:00,atlaspay-backend,PR-0004
8761b7cf9d132da7ef32ea5ddf25c332d4a4ccfb,aprilfrost-nt,feat(atlaspay-ledger): integrate metrics reporting client in atlaspay-ledger,2021-01-07 17:00:00,atlaspay-backend,PR-0004
948bd24f68ea6975828c879f3a58ebfdefed7a89,christophersmith-nt,chore(cloudsync-desktop): upgrade dependency libraries in cloudsync-desktop,2021-01-10 09:00:00,cloudsync-apps,PR-0005
8105604e66e7a09f76906006b4074cfe4c5f8e17,christophersmith-nt,feat(cloudsync-desktop): upgrade dependency libraries in cloudsync-desktop,2021-01-11 20:00:00,cloudsync-apps,PR-0005
0c548fa7c21fb850f7dd90c20bc006faa6c08d0b,christophersmith-nt,chore(cloudsync-desktop): upgrade dependency libraries in cloudsync-desktop,2021-01-10 12:00:00,cloudsync-apps,PR-0005
82cd0503e8dbc73588c43bd1680100bc3f3f058a,christophersmith-nt,refactor(cloudsync-desktop): upgrade dependency libraries in cloudsync-desktop,2021-01-10 18:00:00,cloudsync-apps,PR-0005
d3bbae692b5f29d1b6d32ffb97f0de87a805cc55,christophersmith-nt,docs(cloudsync-desktop): upgrade dependency libraries in cloudsync-desktop,2021-01-11 13:00:00,cloudsync-apps,PR-0005
94c26019ff65131c990b108ba6d26384bbbb391d,christophersmith-nt,docs(cloudsync-desktop): upgrade dependency libraries in cloudsync-desktop,2021-01-10 15:00:00,cloudsync-apps,PR-0005
e09424594f8bee3b1122fe0efa5f4983c411eb81,christophersmith-nt,refactor(cloudsync-desktop): upgrade dependency libraries in cloudsync-desktop,2021-01-10 22:00:00,cloudsync-apps,PR-0005
935cb5d6251fb46a02599583d24d2d84a121a8e4,christophersmith-nt,chore(cloudsync-desktop): upgrade dependency libraries in cloudsync-desktop,2021-01-11 21:00:00,cloudsync-apps,PR-0005
c69b91fba7b0015e96b5db144a7d187e116dde3e,christophersmith-nt,docs(cloudsync-desktop): upgrade dependency libraries in cloudsync-desktop,2021-01-11 11:00:00,cloudsync-apps,PR-0005
aff04efa71bfb7f2feda6e58a1c872034746aa40,christophersmith-nt,feat(cloudsync-desktop): upgrade dependency libraries in cloudsync-desktop,2021-01-10 13:00:00,cloudsync-apps,PR-0005
dd52da22e0e020e39856bd8c213f6ad3c6dc73f3,christophersmith-nt,docs(cloudsync-desktop): upgrade dependency libraries in cloudsync-desktop,2021-01-10 00:00:00,cloudsync-apps,PR-0005
ffe518a93313141ed474547646b71f12d4a1a5c9,christophersmith-nt,fix(cloudsync-desktop): upgrade dependency libraries in cloudsync-desktop,2021-01-10 13:00:00,cloudsync-apps,PR-0005
9c7a2f31e0bc2546b2e849a37a5b08b740a25d19,shannonrivera-nt,feat(atlaspay-ledger): implement decision from ADR-0001 - step 1,2021-01-11 20:00:00,atlaspay-backend,PR-0006
25bbfba0bf963dd02613fb4634773f356b566396,shannonrivera-nt,feat(atlaspay-ledger): implement decision from ADR-0001 - step 2,2021-01-12 10:00:00,atlaspay-backend,PR-0006
2ec192e654f3ea950ddc6e3c5cc1cc266f48ab89,shannonrivera-nt,feat(atlaspay-ledger): implement decision from ADR-0001 - step 3,2021-01-11 18:00:00,atlaspay-backend,PR-0006
25b02b0e120ddea246b736bfbde0da62c307a42e,shannonrivera-nt,feat(atlaspay-ledger): implement decision from ADR-0001 - step 4,2021-01-12 12:00:00,atlaspay-backend,PR-0006
ae6046fe0c55ad42076881cc4e7e58cde9adaa90,shannonrivera-nt,feat(atlaspay-ledger): implement decision from ADR-0001 - step 5,2021-01-12 21:00:00,atlaspay-backend,PR-0006
5751b40b79d733f193e4e68a5a80299787dd6443,shannonrivera-nt,feat(atlaspay-ledger): implement decision from ADR-0001 - step 6,2021-01-11 15:00:00,atlaspay-backend,PR-0006
7a13f169b93172fb9ec62ccdfde0411bbace00c9,shannonrivera-nt,feat(atlaspay-ledger): implement decision from ADR-0001 - step 7,2021-01-11 05:00:00,atlaspay-backend,PR-0006
478426367cd98b19eba892bfb174196b17665efa,lawrenceadkins-nt,feat(atlaspay-ledger): implement decision from ADR-0001 - step 1,2021-01-16 00:00:00,atlaspay-backend,PR-0007
b8d9684526a6db9d0b56ee5ed11a25a026324a85,lawrenceadkins-nt,feat(atlaspay-ledger): implement decision from ADR-0001 - step 2,2021-01-17 12:00:00,atlaspay-backend,PR-0007
84cf3dc0171d88dda9e9c9157547b33ac2176696,lawrenceadkins-nt,feat(atlaspay-ledger): implement decision from ADR-0001 - step 3,2021-01-16 11:00:00,atlaspay-backend,PR-0007
d3905377248d221ebbe75e564b9c27de130bd3f3,lawrenceadkins-nt,feat(atlaspay-ledger): implement decision from ADR-0001 - step 4,2021-01-17 23:00:00,atlaspay-backend,PR-0007
06aee5575a0988aa1b770fa7b58a8384424d35ac,lawrenceadkins-nt,feat(atlaspay-ledger): implement decision from ADR-0001 - step 5,2021-01-17 12:00:00,atlaspay-backend,PR-0007
c827a00d3b04ca058103bf559969c8a9f0df9480,lawrenceadkins-nt,feat(atlaspay-ledger): implement decision from ADR-0001 - step 6,2021-01-16 09:00:00,atlaspay-backend,PR-0007
6284c7637df85426318e6f171ce87ee07138ed0d,lawrenceadkins-nt,feat(atlaspay-ledger): implement decision from ADR-0001 - step 7,2021-01-18 00:00:00,atlaspay-backend,PR-0007
00ca59a630789d5308179d0a2584cdf247933b2e,lawrenceadkins-nt,feat(atlaspay-ledger): implement decision from ADR-0001 - step 8,2021-01-16 10:00:00,atlaspay-backend,PR-0007
f03c9319600a9fa6531c43f051c1c73e494d1ca6,lawrenceadkins-nt,feat(atlaspay-ledger): implement decision from ADR-0001 - step 9,2021-01-17 15:00:00,atlaspay-backend,PR-0007
cfdea805ab1ba19bf730d7196ebcbbbc3dac33cc,michaelevans-nt,feat(atlaspay-ledger): implement decision from ADR-0001 - step 1,2021-01-16 01:00:00,atlaspay-backend,PR-0008
5809d56c94fb8ba525c0517fea2e081fe1d5bf93,michaelevans-nt,feat(atlaspay-ledger): implement decision from ADR-0001 - step 2,2021-01-16 06:00:00,atlaspay-backend,PR-0008
438c54b9ae0d926b1816dd3e334ff07bf47f46de,michaelevans-nt,feat(atlaspay-ledger): implement decision from ADR-0001 - step 3,2021-01-16 23:00:00,atlaspay-backend,PR-0008
54864716ec06b884d987422720e37fb3dc109b21,michaelevans-nt,feat(atlaspay-ledger): implement decision from ADR-0001 - step 4,2021-01-17 13:00:00,atlaspay-backend,PR-0008
0c442c7ee30d2ff72891b1fc862b847f609a0982,michaelevans-nt,feat(atlaspay-ledger): implement decision from ADR-0001 - step 5,2021-01-16 23:00:00,atlaspay-backend,PR-0008
76a7dfb2d2aa60de1ffc1af707aabb025f5ea58e,michaelevans-nt,feat(atlaspay-ledger): implement decision from ADR-0001 - step 6,2021-01-17 22:00:00,atlaspay-backend,PR-0008
35b8e1e8aabbc3e4e345458de0d9b0e5386a9ebb,michaelevans-nt,feat(atlaspay-ledger): implement decision from ADR-0001 - step 7,2021-01-16 18:00:00,atlaspay-backend,PR-0008
8c6534a9f8241b3c705d4df82a452f9eccfa552c,michaelevans-nt,feat(atlaspay-ledger): implement decision from ADR-0001 - step 8,2021-01-18 00:00:00,atlaspay-backend,PR-0008
adfc18f33716f10217d2c05985fe94d9d29bc113,michaelevans-nt,feat(atlaspay-ledger): implement decision from ADR-0001 - step 9,2021-01-16 08:00:00,atlaspay-backend,PR-0008
87889c5ea587e52b67b2a4a5dc9f6f5829201e2d,dianamay-nt,feat(security-scanner): implement decision from ADR-0002 - step 1,2021-01-18 06:00:00,security-tools,PR-0009
24823193cbd910b35009ac71c65f0b070799a36a,dianamay-nt,feat(security-scanner): implement decision from ADR-0002 - step 2,2021-01-17 16:00:00,security-tools,PR-0009
25eb1b49ad78e0eba841359b05336470d2435a0e,dianamay-nt,feat(security-scanner): implement decision from ADR-0002 - step 3,2021-01-18 04:00:00,security-tools,PR-0009
ccb16127612982d541989d281eab8ecbf3e04833,dianamay-nt,feat(security-scanner): implement decision from ADR-0002 - step 4,2021-01-17 07:00:00,security-tools,PR-0009
58699c83fc881433196103b4923da5e552c88757,dianamay-nt,feat(security-scanner): implement decision from ADR-0002 - step 5,2021-01-17 20:00:00,security-tools,PR-0009
1e0afed9ad32dcf1c498375771ab809ec4dc877f,dianamay-nt,feat(security-scanner): implement decision from ADR-0002 - step 6,2021-01-17 09:00:00,security-tools,PR-0009
b33b87c44ec28c71df61347fd0ebaa3b4517c122,dianamay-nt,feat(security-scanner): implement decision from ADR-0002 - step 7,2021-01-17 15:00:00,security-tools,PR-0009
64ea50f3b590e3d5f276ff73fe8c7086c62e2bd0,dianamay-nt,feat(security-scanner): implement decision from ADR-0002 - step 8,2021-01-17 03:00:00,security-tools,PR-0009
077c76db8a1c3c05bdda5ebe41520d49e547667f,dianamay-nt,feat(security-scanner): implement decision from ADR-0002 - step 9,2021-01-17 14:00:00,security-tools,PR-0009
81a6c0a009701eefbafd9f867251a5cf3410ac22,dianamay-nt,feat(security-scanner): implement decision from ADR-0002 - step 10,2021-01-17 15:00:00,security-tools,PR-0009
ce9ce23cf613f339f098f3cfe3aa019ba233ef46,rickydavisii-nt,fix(novacommerce-checkout): add feature request endpoint to novacommerce-checkout,2021-01-20 10:00:00,novacommerce-core,PR-0010
0864ff0240695eac5b3667ca1e4335b326147cc7,rickydavisii-nt,fix(novacommerce-checkout): add feature request endpoint to novacommerce-checkout,2021-01-19 19:00:00,novacommerce-core,PR-0010
517372d38ae91de81bd4befa3de69be025fc2cf1,rickydavisii-nt,feat(novacommerce-checkout): add feature request endpoint to novacommerce-checkout,2021-01-19 14:00:00,novacommerce-core,PR-0010
4e9e37b461794698c20a7df75a15410698641abe,rickydavisii-nt,fix(novacommerce-checkout): add feature request endpoint to novacommerce-checkout,2021-01-20 03:00:00,novacommerce-core,PR-0010
263bfea1aa7a170cdd187eb6432ed1cfbb7aafd7,rickydavisii-nt,chore(novacommerce-checkout): add feature request endpoint to novacommerce-checkout,2021-01-20 15:00:00,novacommerce-core,PR-0010
3107dfb8366f729ad211af63ac032664acd456eb,rickydavisii-nt,fix(novacommerce-checkout): add feature request endpoint to novacommerce-checkout,2021-01-20 11:00:00,novacommerce-core,PR-0010
4ebccce46dd9c95990577ad3b4e07f5b5bbedf38,rickydavisii-nt,chore(novacommerce-checkout): add feature request endpoint to novacommerce-checkout,2021-01-20 16:00:00,novacommerce-core,PR-0010
779fdb9ae32e2fb863aafd45f2328c57f6073ebf,cameronparker-nt,feat(security-scanner): implement decision from ADR-0002 - step 1,2021-01-20 04:00:00,security-tools,PR-0011
242b5f177a0b7505b9c0f1504d2838cd057ef7f3,cameronparker-nt,feat(security-scanner): implement decision from ADR-0002 - step 2,2021-01-20 08:00:00,security-tools,PR-0011
389138082108c5753c674e216f1cf74304dcc03c,cameronparker-nt,feat(security-scanner): implement decision from ADR-0002 - step 3,2021-01-20 22:00:00,security-tools,PR-0011
b29f57551b8564a8b22414c79ee9f0adeb6c981d,cameronparker-nt,feat(security-scanner): implement decision from ADR-0002 - step 4,2021-01-20 17:00:00,security-tools,PR-0011
c4f99c95a128faeb07d26694d1c73510d5253748,cameronparker-nt,feat(security-scanner): implement decision from ADR-0002 - step 5,2021-01-20 06:00:00,security-tools,PR-0011
146add901dcf09a1715fd294f2b63095fdfa8d3d,cameronparker-nt,feat(security-scanner): implement decision from ADR-0002 - step 6,2021-01-19 11:00:00,security-tools,PR-0011
a17de42b300ad41192980e4b0853408a45f82800,cameronparker-nt,feat(security-scanner): implement decision from ADR-0002 - step 7,2021-01-19 06:00:00,security-tools,PR-0011
23498b6eff5e5b7d97cae5796e9fd1961043d460,cameronparker-nt,feat(security-scanner): implement decision from ADR-0002 - step 8,2021-01-19 05:00:00,security-tools,PR-0011
46bfb65153d6abbd88c904fccabae8b7f549fbc4,cameronparker-nt,feat(security-scanner): implement decision from ADR-0002 - step 9,2021-01-20 09:00:00,security-tools,PR-0011
0a541e2020ab1d10810e9af2419a869db56101e3,cameronparker-nt,feat(security-scanner): implement decision from ADR-0002 - step 10,2021-01-19 13:00:00,security-tools,PR-0011
39c480c04efda2587cbb2790b2a5e5fe092d5409,cameronparker-nt,feat(security-scanner): implement decision from ADR-0002 - step 11,2021-01-19 05:00:00,security-tools,PR-0011
0f1d6e8a8184f85f05b5251be59083796fbdf7f3,cameronparker-nt,feat(security-scanner): implement decision from ADR-0002 - step 12,2021-01-20 06:00:00,security-tools,PR-0011
f539d399c1e03c2a1d2f35ebed7878c936183d29,cameronparker-nt,feat(security-scanner): implement decision from ADR-0002 - step 13,2021-01-19 17:00:00,security-tools,PR-0011
406a58ab7a7da8f3cf7a234a54bc51aa9c58415c,jeffreyjohnson-nt,feat(security-scanner): implement decision from ADR-0002 - step 1,2021-01-19 07:00:00,security-tools,PR-0012
aec0f24e7486c323fc0ccc5b5c5c928f5f2b29f3,jeffreyjohnson-nt,feat(security-scanner): implement decision from ADR-0002 - step 2,2021-01-20 19:00:00,security-tools,PR-0012
ac4c6eec9a139e0203837a55f9dd213187a5d009,jeffreyjohnson-nt,feat(security-scanner): implement decision from ADR-0002 - step 3,2021-01-19 16:00:00,security-tools,PR-0012
cd8d47472e057b97b311e6d4f0d97dc043d39104,jeffreyjohnson-nt,feat(security-scanner): implement decision from ADR-0002 - step 4,2021-01-19 14:00:00,security-tools,PR-0012
e091c1f0c9c5d84936139d8ae50b62aa1a243a63,jeffreyjohnson-nt,feat(security-scanner): implement decision from ADR-0002 - step 5,2021-01-19 23:00:00,security-tools,PR-0012
b158ef8427f43bb4643621dc7eed7dfa03e889ca,jeffreyjohnson-nt,feat(security-scanner): implement decision from ADR-0002 - step 6,2021-01-20 05:00:00,security-tools,PR-0012
8420a0eb0aeb061db6c145457c26426d4f65d606,jeffreyjohnson-nt,feat(security-scanner): implement decision from ADR-0002 - step 7,2021-01-20 01:00:00,security-tools,PR-0012
a00c417467be79d89242c4be20ce811690524ed2,jeffreyjohnson-nt,feat(security-scanner): implement decision from ADR-0002 - step 8,2021-01-19 10:00:00,security-tools,PR-0012
605e75c7363bee844df23c2a6c422b315fcacb14,josetravis-nt,feat(platform-monitoring): implement decision from ADR-0003 - step 1,2021-01-21 21:00:00,platform-infra,PR-0013
b9f77965a01e6756ae3090b36b86b8c45dbe6204,josetravis-nt,feat(platform-monitoring): implement decision from ADR-0003 - step 2,2021-01-21 21:00:00,platform-infra,PR-0013
2b3bf8fb6e28782309a53ae2365dd8dd9e0c337a,josetravis-nt,feat(platform-monitoring): implement decision from ADR-0003 - step 3,2021-01-20 18:00:00,platform-infra,PR-0013
74cb8aaf85f9d0d3fe45be3955d273df87602fa4,josetravis-nt,feat(platform-monitoring): implement decision from ADR-0003 - step 4,2021-01-20 08:00:00,platform-infra,PR-0013
a5478a7bf2359804d7ea0a45cdf824c4560baff7,josetravis-nt,feat(platform-monitoring): implement decision from ADR-0003 - step 5,2021-01-20 12:00:00,platform-infra,PR-0013
ee4b5cf5bd0976d970ab805a834f824a5b2e9729,josetravis-nt,feat(platform-monitoring): implement decision from ADR-0003 - step 6,2021-01-21 13:00:00,platform-infra,PR-0013
2709b8da400348bce84d0d31a5f799b1e5993132,josetravis-nt,feat(platform-monitoring): implement decision from ADR-0003 - step 7,2021-01-20 01:00:00,platform-infra,PR-0013
8cec67ba5223665fe74ab712c171f1d2c070eb1a,josetravis-nt,feat(platform-monitoring): implement decision from ADR-0003 - step 8,2021-01-21 07:00:00,platform-infra,PR-0013
1611e4da40dc48fdc1a4ebf78295872dfa8605ad,josetravis-nt,feat(platform-monitoring): implement decision from ADR-0003 - step 9,2021-01-20 00:00:00,platform-infra,PR-0013
e89c5d49f68b638a598c714f55a427a5a1186450,josetravis-nt,feat(platform-monitoring): implement decision from ADR-0003 - step 10,2021-01-20 21:00:00,platform-infra,PR-0013
8f42e163060209018d9cc891e0aa1e51ea02ab62,josetravis-nt,feat(platform-monitoring): implement decision from ADR-0003 - step 11,2021-01-21 11:00:00,platform-infra,PR-0013
e86b49e615d35db5bf704287d0ed3edd3e216bf2,caroltucker-nt,feat(security-scanner): implement decision from ADR-0002 - step 1,2021-01-23 15:00:00,security-tools,PR-0014
221506e36600cf5b484471eeb724b5223efc3dce,caroltucker-nt,feat(security-scanner): implement decision from ADR-0002 - step 2,2021-01-24 09:00:00,security-tools,PR-0014
b0a5f61f6776fe88901718d705f14918fb4d396f,caroltucker-nt,feat(security-scanner): implement decision from ADR-0002 - step 3,2021-01-23 18:00:00,security-tools,PR-0014
5160a4986f232a2fc67a1b777ec9b502b3c98a04,caroltucker-nt,feat(security-scanner): implement decision from ADR-0002 - step 4,2021-01-24 02:00:00,security-tools,PR-0014
50674c6e598d7d5af4a01f1f42001f446da9c17c,caroltucker-nt,feat(security-scanner): implement decision from ADR-0002 - step 5,2021-01-24 01:00:00,security-tools,PR-0014
dd0a199ab59ffdfe402ae36f8ddbcfa666cbe4f2,caroltucker-nt,feat(security-scanner): implement decision from ADR-0002 - step 6,2021-01-23 08:00:00,security-tools,PR-0014
239b0ddf04e69670b7e84981613d76140a712b18,caroltucker-nt,feat(security-scanner): implement decision from ADR-0002 - step 7,2021-01-23 07:00:00,security-tools,PR-0014
faeed8f674ffdb6f4aec5973186fc9df5bc31915,caroltucker-nt,feat(security-scanner): implement decision from ADR-0002 - step 8,2021-01-24 01:00:00,security-tools,PR-0014
82e3f6f64c90644e7c44630d0920f45bc45411b5,caroltucker-nt,feat(security-scanner): implement decision from ADR-0002 - step 9,2021-01-23 07:00:00,security-tools,PR-0014
af6ed2566431ebf7a713a4a7b06746499544d196,caroltucker-nt,feat(security-scanner): implement decision from ADR-0002 - step 10,2021-01-24 23:00:00,security-tools,PR-0014
cf8f998b8baed99ab3d291f43defc4c9353cc3d2,caroltucker-nt,feat(security-scanner): implement decision from ADR-0002 - step 11,2021-01-24 07:00:00,security-tools,PR-0014
5e9b474248dbb206f806107a2ee51b4c29439405,michaellyons-nt,feat(platform-monitoring): implement decision from ADR-0003 - step 1,2021-01-25 17:00:00,platform-infra,PR-0015
757648a3399c4752cdd7313b61fa68b06431d2fa,michaellyons-nt,feat(platform-monitoring): implement decision from ADR-0003 - step 2,2021-01-26 01:00:00,platform-infra,PR-0015
8b99b4526a9b209cdb1f007f20ba84a2556e6610,michaellyons-nt,feat(platform-monitoring): implement decision from ADR-0003 - step 3,2021-01-26 22:00:00,platform-infra,PR-0015
86e173cdf748d18b8d3d591ee53ffbed725751c3,michaellyons-nt,feat(platform-monitoring): implement decision from ADR-0003 - step 4,2021-01-27 00:00:00,platform-infra,PR-0015
987ce9c9bcada8f7773e2e725e6eecb36e263979,michaellyons-nt,feat(platform-monitoring): implement decision from ADR-0003 - step 5,2021-01-25 01:00:00,platform-infra,PR-0015
19cfd18be15ad025d0c8ede5f8ec21d4dccf47ee,michaellyons-nt,feat(platform-monitoring): implement decision from ADR-0003 - step 6,2021-01-25 17:00:00,platform-infra,PR-0015
825b7b91ee65a3cdbef135d239d9b5010028db2c,michaellyons-nt,feat(platform-monitoring): implement decision from ADR-0003 - step 7,2021-01-25 01:00:00,platform-infra,PR-0015
603c87c4e3b7f989d07b19dd598c733771dabbd1,michaellyons-nt,feat(platform-monitoring): implement decision from ADR-0003 - step 8,2021-01-25 19:00:00,platform-infra,PR-0015
7573f57711526d32a0eeb8c9ba84cda9aa761232,michaellyons-nt,feat(platform-monitoring): implement decision from ADR-0003 - step 9,2021-01-26 22:00:00,platform-infra,PR-0015
e98fa36885dd0173df5be1332961c8bee6223ae1,michaellyons-nt,feat(platform-monitoring): implement decision from ADR-0003 - step 10,2021-01-25 09:00:00,platform-infra,PR-0015
7f1fbd74ada35e81dbdc1cb0c31bb49c78c39d27,michaellyons-nt,feat(platform-monitoring): implement decision from ADR-0003 - step 11,2021-01-25 11:00:00,platform-infra,PR-0015
b68bddc7640ff45303c16bc1803b1809abbe69ee,rebeccahenderson-dev,feat(insightcrm-api): implement decision from ADR-0005 - step 1,2021-01-24 20:00:00,insightcrm-core,PR-0016
cf45abd4397a943b816405ca579a5e542d2a388e,rebeccahenderson-dev,feat(insightcrm-api): implement decision from ADR-0005 - step 2,2021-01-25 15:00:00,insightcrm-core,PR-0016
1aa0ad68fea5ed4de9d66c74de693c1ff7d04ae0,rebeccahenderson-dev,feat(insightcrm-api): implement decision from ADR-0005 - step 3,2021-01-25 18:00:00,insightcrm-core,PR-0016
cb29a07e2ff6940f9e87c0ba933a1d0979212e7c,rebeccahenderson-dev,feat(insightcrm-api): implement decision from ADR-0005 - step 4,2021-01-24 08:00:00,insightcrm-core,PR-0016
d25b5bc7a089904ba25a5ed2c403da82cc3110e8,rebeccahenderson-dev,feat(insightcrm-api): implement decision from ADR-0005 - step 5,2021-01-25 20:00:00,insightcrm-core,PR-0016
0c568dc29ea45eb116ab98be69f53149bfe0aa96,rebeccahenderson-dev,feat(insightcrm-api): implement decision from ADR-0005 - step 6,2021-01-25 10:00:00,insightcrm-core,PR-0016
2966bb2fd1a7dd0d0c90c5c141515bab77692b3e,rebeccahenderson-dev,feat(insightcrm-api): implement decision from ADR-0005 - step 7,2021-01-25 01:00:00,insightcrm-core,PR-0016
cf793ba50bc890630f1b81450cf30ae88033cdab,michaellyons-nt,feat(fusionerp-core): implement decision from ADR-0009 - step 1,2021-01-27 06:00:00,fusionerp-monolith,PR-0017
0e8a6e9241ba53f5438ef2a5559654e21065db38,michaellyons-nt,feat(fusionerp-core): implement decision from ADR-0009 - step 2,2021-01-27 12:00:00,fusionerp-monolith,PR-0017
76d7bc84dc4ca6145a222ad6bed688144a6f82ce,michaellyons-nt,feat(fusionerp-core): implement decision from ADR-0009 - step 3,2021-01-27 11:00:00,fusionerp-monolith,PR-0017
