date,project_id,project_name,cpu_usage_pct,memory_usage_pct,latency_ms,availability_pct,error_rate_pct,traffic_rpm,daily_cost_usd
2021-01-02,PRJ-017,fusionerp-core,39.83,48.32,140.8,99.855,0.043,479.0,50.08
2021-01-02,PRJ-018,fusionerp-payroll,38.11,52.2,150.6,99.861,0.044,421.0,51.65
2021-01-02,PRJ-019,fusionerp-frontend,37.75,53.54,162.8,99.863,0.057,443.0,48.86
2021-01-02,PRJ-020,platform-k8s-mesh,31.77,47.74,147.4,99.899,0.077,576.0,48.73
2021-01-02,PRJ-021,platform-logging,31.2,50.33,144.9,99.861,0.055,412.0,49.09
2021-01-02,PRJ-022,platform-monitoring,33.48,53.58,142.5,99.879,0.073,491.0,51.57
2021-01-02,PRJ-023,security-auth-proxy,36.1,51.79,147.9,99.879,0.039,555.0,48.15
2021-01-02,PRJ-024,security-scanner,39.92,49.74,158.4,99.866,0.062,491.0,48.46
2021-01-02,PRJ-025,devops-ci-cd,36.82,47.87,137.4,99.875,0.062,456.0,51.14
2021-01-03,PRJ-001,novacommerce-api,32.53,47.89,153.0,99.85,0.067,562.0,49.95
2021-01-03,PRJ-002,novacommerce-ui,34.02,48.53,142.1,99.867,0.042,489.0,51.42
2021-01-03,PRJ-003,novacommerce-cart,32.75,51.1,162.2,99.898,0.047,527.0,48.96
2021-01-03,PRJ-004,novacommerce-checkout,31.0,49.58,154.7,99.888,0.033,412.0,48.86
2021-01-03,PRJ-005,atlaspay-gateway,40.09,52.25,154.8,99.871,0.037,555.0,50.42
2021-01-03,PRJ-006,atlaspay-ledger,30.81,52.22,152.5,99.858,0.052,402.0,50.74
2021-01-03,PRJ-007,atlaspay-portal,41.01,50.43,151.8,99.878,0.075,552.0,51.61
2021-01-03,PRJ-008,insightcrm-api,36.1,51.83,141.3,99.892,0.037,515.0,48.31
2021-01-03,PRJ-009,insightcrm-ui,38.68,49.12,152.2,99.896,0.073,497.0,50.96
2021-01-03,PRJ-010,insightcrm-analytics,35.48,53.5,163.5,99.882,0.048,535.0,49.97
2021-01-03,PRJ-011,cloudsync-daemon,37.59,53.03,137.8,99.868,0.04,463.0,51.73
2021-01-03,PRJ-012,cloudsync-storage,35.35,51.59,137.0,99.864,0.05,451.0,49.86
2021-01-03,PRJ-013,cloudsync-desktop,39.38,47.84,161.6,99.881,0.039,479.0,51.85
2021-01-03,PRJ-014,visionai-inference,37.57,50.75,154.7,99.851,0.046,595.0,49.11
2021-01-03,PRJ-015,visionai-training,38.67,51.99,143.0,99.882,0.037,458.0,50.72
2021-01-03,PRJ-016,visionai-pipeline,39.52,52.16,148.2,99.869,0.075,556.0,52.06
2021-01-03,PRJ-017,fusionerp-core,33.23,50.96,149.9,99.893,0.07,479.0,49.68
2021-01-03,PRJ-018,fusionerp-payroll,39.18,53.66,145.4,99.885,0.067,577.0,49.16
2021-01-03,PRJ-019,fusionerp-frontend,32.34,48.76,161.3,99.861,0.074,410.0,50.93
2021-01-03,PRJ-020,platform-k8s-mesh,40.53,50.69,152.4,99.868,0.032,544.0,52.08
2021-01-03,PRJ-021,platform-logging,39.5,47.99,137.4,99.893,0.045,571.0,51.75
2021-01-03,PRJ-022,platform-monitoring,34.91,50.36,149.0,99.864,0.046,492.0,51.87
2021-01-03,PRJ-023,security-auth-proxy,37.31,48.66,153.9,99.857,0.033,475.0,49.72
2021-01-03,PRJ-024,security-scanner,38.66,53.43,135.2,99.874,0.038,519.0,51.81
2021-01-03,PRJ-025,devops-ci-cd,33.38,47.58,143.5,99.876,0.077,440.0,51.15
2021-01-04,PRJ-001,novacommerce-api,38.08,54.13,151.6,99.887,0.052,1200.0,51.29
2021-01-04,PRJ-002,novacommerce-ui,37.58,50.75,148.5,99.868,0.042,909.0,50.66
2021-01-04,PRJ-003,novacommerce-cart,40.31,51.55,142.8,99.858,0.073,1014.0,50.07
2021-01-04,PRJ-004,novacommerce-checkout,37.33,49.69,140.1,99.896,0.032,1094.0,51.27
2021-01-04,PRJ-005,atlaspay-gateway,37.47,51.49,160.9,99.858,0.069,1023.0,48.73
2021-01-04,PRJ-006,atlaspay-ledger,40.31,53.63,161.8,99.86,0.063,1028.0,50.11
2021-01-04,PRJ-007,atlaspay-portal,41.43,52.31,152.1,99.873,0.034,966.0,51.09
2021-01-04,PRJ-008,insightcrm-api,32.1,48.88,157.0,99.889,0.078,976.0,49.38
2021-01-04,PRJ-009,insightcrm-ui,40.38,49.28,145.6,99.886,0.063,1049.0,48.28
2021-01-04,PRJ-010,insightcrm-analytics,31.96,50.23,140.4,99.888,0.031,825.0,48.41
2021-01-04,PRJ-011,cloudsync-daemon,38.97,48.84,148.5,99.899,0.077,845.0,51.55
2021-01-04,PRJ-012,cloudsync-storage,32.74,51.73,158.3,99.854,0.03,867.0,51.67
2021-01-04,PRJ-013,cloudsync-desktop,33.84,53.98,142.2,99.861,0.042,866.0,51.22
2021-01-04,PRJ-014,visionai-inference,32.49,49.43,152.5,99.873,0.035,1030.0,48.5
2021-01-04,PRJ-015,visionai-training,37.21,51.04,135.2,99.877,0.074,1202.0,50.77
2021-01-04,PRJ-016,visionai-pipeline,35.01,50.27,141.4,99.897,0.064,846.0,49.31
2021-01-04,PRJ-017,fusionerp-core,34.21,49.77,162.5,99.862,0.057,837.0,48.5
2021-01-04,PRJ-018,fusionerp-payroll,33.33,48.71,150.8,99.897,0.056,1151.0,49.84
2021-01-04,PRJ-019,fusionerp-frontend,37.73,53.62,147.3,99.868,0.053,1043.0,52.14
2021-01-04,PRJ-020,platform-k8s-mesh,39.91,53.07,137.7,99.892,0.042,1105.0,49.52
2021-01-04,PRJ-021,platform-logging,39.79,50.48,152.2,99.871,0.061,901.0,50.85
2021-01-04,PRJ-022,platform-monitoring,34.71,48.34,163.1,99.899,0.07,1023.0,51.66
2021-01-04,PRJ-023,security-auth-proxy,32.66,53.52,164.2,99.891,0.045,1106.0,51.57
2021-01-04,PRJ-024,security-scanner,35.21,51.99,153.0,99.895,0.054,1139.0,50.02
2021-01-04,PRJ-025,devops-ci-cd,39.23,49.43,155.4,99.877,0.038,1088.0,48.46
2021-01-05,PRJ-001,novacommerce-api,40.62,52.46,146.0,99.893,0.038,1037.0,52.21
2021-01-05,PRJ-002,novacommerce-ui,40.25,50.06,137.4,99.892,0.049,979.0,50.2
2021-01-05,PRJ-003,novacommerce-cart,38.79,48.98,163.3,99.896,0.031,1087.0,50.14
2021-01-05,PRJ-004,novacommerce-checkout,39.05,52.98,154.2,99.851,0.048,900.0,48.88
2021-01-05,PRJ-005,atlaspay-gateway,32.7,50.6,163.6,99.875,0.076,1123.0,50.29
2021-01-05,PRJ-006,atlaspay-ledger,33.06,49.79,146.9,99.882,0.058,881.0,49.69
2021-01-05,PRJ-007,atlaspay-portal,35.29,48.8,153.4,99.893,0.075,806.0,51.57
2021-01-05,PRJ-008,insightcrm-api,37.67,48.94,159.1,99.868,0.041,866.0,48.44
2021-01-05,PRJ-009,insightcrm-ui,38.12,51.91,139.9,99.898,0.042,995.0,50.75
2021-01-05,PRJ-010,insightcrm-analytics,34.07,53.29,141.5,99.853,0.038,1054.0,51.17
2021-01-05,PRJ-011,cloudsync-daemon,41.04,49.46,143.2,99.881,0.037,908.0,50.45
2021-01-05,PRJ-012,cloudsync-storage,33.06,51.25,149.2,99.88,0.061,959.0,50.18
2021-01-05,PRJ-013,cloudsync-desktop,37.54,51.22,153.1,99.881,0.034,942.0,50.12
2021-01-05,PRJ-014,visionai-inference,40.4,53.28,148.0,99.892,0.036,1067.0,50.0
2021-01-05,PRJ-015,visionai-training,36.81,52.06,138.6,99.873,0.046,922.0,49.58
2021-01-05,PRJ-016,visionai-pipeline,37.16,54.1,143.3,99.892,0.063,883.0,52.09
2021-01-05,PRJ-017,fusionerp-core,40.84,51.02,145.5,99.881,0.034,919.0,48.63
2021-01-05,PRJ-018,fusionerp-payroll,36.22,51.82,161.0,99.877,0.05,963.0,50.49
2021-01-05,PRJ-019,fusionerp-frontend,36.11,48.77,148.8,99.857,0.037,883.0,50.76
2021-01-05,PRJ-020,platform-k8s-mesh,35.26,52.78,141.3,99.859,0.057,844.0,50.87
2021-01-05,PRJ-021,platform-logging,34.6,53.26,137.1,99.884,0.044,1141.0,51.79
2021-01-05,PRJ-022,platform-monitoring,32.42,51.02,147.9,99.854,0.077,976.0,50.79
2021-01-05,PRJ-023,security-auth-proxy,38.66,50.85,159.5,99.874,0.046,814.0,50.62
2021-01-05,PRJ-024,security-scanner,36.59,50.11,145.1,99.851,0.044,1002.0,51.38
2021-01-05,PRJ-025,devops-ci-cd,34.1,53.66,143.5,99.853,0.079,874.0,50.12
2021-01-06,PRJ-001,novacommerce-api,35.73,52.61,159.7,99.881,0.055,1089.0,50.53
2021-01-06,PRJ-002,novacommerce-ui,32.78,52.84,160.2,99.863,0.047,973.0,49.64
2021-01-06,PRJ-003,novacommerce-cart,33.88,48.75,144.0,99.89,0.076,1048.0,51.1
2021-01-06,PRJ-004,novacommerce-checkout,41.5,51.23,151.4,99.856,0.036,1132.0,48.57
2021-01-06,PRJ-005,atlaspay-gateway,38.08,51.68,151.3,99.888,0.068,857.0,50.58
2021-01-06,PRJ-006,atlaspay-ledger,32.36,53.27,142.3,99.854,0.04,892.0,48.86
2021-01-06,PRJ-007,atlaspay-portal,38.07,52.72,154.1,99.867,0.072,1076.0,48.49
2021-01-06,PRJ-008,insightcrm-api,35.23,50.22,142.6,99.869,0.061,1187.0,48.83
2021-01-06,PRJ-009,insightcrm-ui,36.56,53.2,164.6,99.887,0.068,1143.0,51.05
2021-01-06,PRJ-010,insightcrm-analytics,36.89,49.28,162.8,99.884,0.057,967.0,51.64
2021-01-06,PRJ-011,cloudsync-daemon,35.26,50.98,150.4,99.866,0.039,997.0,49.64
2021-01-06,PRJ-012,cloudsync-storage,37.61,52.91,141.8,99.89,0.044,1093.0,50.59
2021-01-06,PRJ-013,cloudsync-desktop,37.15,50.51,162.4,99.884,0.053,1119.0,50.97
2021-01-06,PRJ-014,visionai-inference,39.68,51.56,156.4,99.879,0.054,829.0,51.99
2021-01-06,PRJ-015,visionai-training,40.34,53.51,157.3,99.852,0.079,1119.0,50.02
2021-01-06,PRJ-016,visionai-pipeline,41.75,50.39,149.6,99.872,0.07,1049.0,50.6
2021-01-06,PRJ-017,fusionerp-core,37.32,52.27,162.3,99.89,0.06,930.0,49.63
2021-01-06,PRJ-018,fusionerp-payroll,36.73,50.31,164.6,99.851,0.066,1035.0,48.57
2021-01-06,PRJ-019,fusionerp-frontend,33.96,49.99,135.6,99.865,0.068,1029.0,49.96
2021-01-06,PRJ-020,platform-k8s-mesh,33.86,53.92,150.7,99.858,0.062,808.0,48.48
2021-01-06,PRJ-021,platform-logging,32.45,48.38,139.2,99.895,0.058,905.0,48.84
2021-01-06,PRJ-022,platform-monitoring,40.62,53.56,137.4,99.851,0.065,1178.0,49.96
2021-01-06,PRJ-023,security-auth-proxy,36.03,52.0,149.3,99.857,0.072,860.0,51.75
2021-01-06,PRJ-024,security-scanner,37.17,52.67,151.8,99.888,0.036,1107.0,51.92
2021-01-06,PRJ-025,devops-ci-cd,35.87,48.8,163.3,99.864,0.061,892.0,50.07
2021-01-07,PRJ-001,novacommerce-api,36.93,53.76,137.7,99.894,0.077,899.0,49.29
2021-01-07,PRJ-002,novacommerce-ui,37.91,49.63,148.1,99.876,0.079,1201.0,51.54
2021-01-07,PRJ-003,novacommerce-cart,34.37,50.62,157.1,99.88,0.065,987.0,50.26
2021-01-07,PRJ-004,novacommerce-checkout,37.25,48.34,161.7,99.866,0.045,1032.0,50.19
2021-01-07,PRJ-005,atlaspay-gateway,41.52,51.41,156.2,99.891,0.062,1202.0,50.4
2021-01-07,PRJ-006,atlaspay-ledger,38.17,48.72,162.4,99.852,0.072,1116.0,52.0
2021-01-07,PRJ-007,atlaspay-portal,32.21,51.4,152.0,99.869,0.033,1086.0,50.17
2021-01-07,PRJ-008,insightcrm-api,38.18,48.81,164.7,99.862,0.068,1114.0,49.76
2021-01-07,PRJ-009,insightcrm-ui,34.21,54.1,145.7,99.887,0.046,1017.0,49.96
2021-01-07,PRJ-010,insightcrm-analytics,35.52,49.25,135.4,99.891,0.035,1083.0,48.74
2021-01-07,PRJ-011,cloudsync-daemon,34.54,52.57,154.2,99.891,0.078,1195.0,50.79
2021-01-07,PRJ-012,cloudsync-storage,39.87,53.13,137.9,99.863,0.068,972.0,49.96
2021-01-07,PRJ-013,cloudsync-desktop,33.5,49.27,151.7,99.878,0.07,1168.0,49.29
2021-01-07,PRJ-014,visionai-inference,38.95,49.68,160.5,99.853,0.078,1100.0,48.43
2021-01-07,PRJ-015,visionai-training,40.31,51.32,149.0,99.864,0.066,1027.0,52.33
2021-01-07,PRJ-016,visionai-pipeline,36.25,51.73,162.4,99.87,0.061,972.0,48.82
2021-01-07,PRJ-017,fusionerp-core,37.71,50.82,143.9,99.874,0.078,1036.0,51.45
2021-01-07,PRJ-018,fusionerp-payroll,39.61,51.68,149.8,99.851,0.034,853.0,51.23
2021-01-07,PRJ-019,fusionerp-frontend,39.45,51.55,148.7,99.89,0.048,965.0,48.51
2021-01-07,PRJ-020,platform-k8s-mesh,31.67,52.24,140.2,99.894,0.066,813.0,49.66
2021-01-07,PRJ-021,platform-logging,38.42,52.68,142.5,99.883,0.067,1040.0,50.46
2021-01-07,PRJ-022,platform-monitoring,37.72,48.77,160.1,99.873,0.063,978.0,48.44
2021-01-07,PRJ-023,security-auth-proxy,36.82,49.41,136.1,99.88,0.056,1056.0,51.31
2021-01-07,PRJ-024,security-scanner,41.41,50.82,160.9,99.875,0.069,831.0,51.63
2021-01-07,PRJ-025,devops-ci-cd,33.49,50.44,143.7,99.859,0.058,849.0,51.02
2021-01-08,PRJ-001,novacommerce-api,41.94,53.77,150.7,99.9,0.035,1188.0,50.02
2021-01-08,PRJ-002,novacommerce-ui,37.35,52.36,148.8,99.898,0.032,1078.0,50.15
2021-01-08,PRJ-003,novacommerce-cart,35.34,53.03,135.9,99.877,0.075,926.0,48.81
2021-01-08,PRJ-004,novacommerce-checkout,36.53,52.92,151.5,99.885,0.036,981.0,52.13
2021-01-08,PRJ-005,atlaspay-gateway,39.6,53.7,156.5,99.888,0.059,1184.0,48.69
2021-01-08,PRJ-006,atlaspay-ledger,34.49,53.88,144.7,99.9,0.041,843.0,50.4
2021-01-08,PRJ-007,atlaspay-portal,33.67,50.27,160.3,99.854,0.075,1036.0,48.69
2021-01-08,PRJ-008,insightcrm-api,39.21,49.73,136.7,99.874,0.078,811.0,50.14
2021-01-08,PRJ-009,insightcrm-ui,37.8,48.74,135.2,99.884,0.061,923.0,49.08
2021-01-08,PRJ-010,insightcrm-analytics,36.45,51.31,150.0,99.898,0.053,1168.0,50.46
2021-01-08,PRJ-011,cloudsync-daemon,35.38,52.38,139.6,99.884,0.075,982.0,49.25
2021-01-08,PRJ-012,cloudsync-storage,40.93,50.81,153.2,99.866,0.051,1131.0,49.59
2021-01-08,PRJ-013,cloudsync-desktop,34.75,50.64,135.0,99.868,0.044,1118.0,48.44
2021-01-08,PRJ-014,visionai-inference,34.55,52.69,146.7,99.853,0.034,1028.0,51.74
2021-01-08,PRJ-015,visionai-training,32.13,51.98,158.9,99.885,0.035,861.0,48.94
2021-01-08,PRJ-016,visionai-pipeline,34.23,51.25,143.5,99.859,0.056,811.0,52.04
2021-01-08,PRJ-017,fusionerp-core,35.68,51.42,156.7,99.868,0.049,1148.0,52.28
2021-01-08,PRJ-018,fusionerp-payroll,36.91,50.23,160.4,99.856,0.042,819.0,50.56
2021-01-08,PRJ-019,fusionerp-frontend,35.27,51.48,138.8,99.88,0.064,912.0,51.51
2021-01-08,PRJ-020,platform-k8s-mesh,37.83,49.03,139.0,99.9,0.058,991.0,50.74
2021-01-08,PRJ-021,platform-logging,39.32,51.33,140.6,99.882,0.068,891.0,50.55
2021-01-08,PRJ-022,platform-monitoring,32.49,52.49,141.7,99.872,0.073,1145.0,51.97
2021-01-08,PRJ-023,security-auth-proxy,32.08,49.67,158.6,99.882,0.045,1022.0,49.04
2021-01-08,PRJ-024,security-scanner,39.4,52.06,161.2,99.887,0.073,979.0,51.59
2021-01-08,PRJ-025,devops-ci-cd,41.09,53.09,154.8,99.867,0.052,1140.0,48.74
2021-01-09,PRJ-001,novacommerce-api,32.99,50.91,149.6,99.856,0.042,583.0,50.28
2021-01-09,PRJ-002,novacommerce-ui,34.54,53.6,142.7,99.868,0.052,520.0,51.46
2021-01-09,PRJ-003,novacommerce-cart,39.14,49.58,152.7,99.898,0.033,466.0,48.78
2021-01-09,PRJ-004,novacommerce-checkout,32.75,53.63,151.2,99.883,0.03,529.0,51.21
2021-01-09,PRJ-005,atlaspay-gateway,35.71,49.88,149.9,99.86,0.042,562.0,49.98
2021-01-09,PRJ-006,atlaspay-ledger,36.44,50.64,152.6,99.871,0.044,593.0,48.61
2021-01-09,PRJ-007,atlaspay-portal,40.69,53.26,159.8,99.891,0.033,443.0,50.12
2021-01-09,PRJ-008,insightcrm-api,39.43,48.79,160.9,99.873,0.061,477.0,49.18
2021-01-09,PRJ-009,insightcrm-ui,37.89,50.44,140.8,99.891,0.049,510.0,50.75
2021-01-09,PRJ-010,insightcrm-analytics,38.68,50.31,154.3,99.874,0.041,412.0,49.89
2021-01-09,PRJ-011,cloudsync-daemon,37.89,49.82,135.9,99.876,0.048,568.0,51.48
2021-01-09,PRJ-012,cloudsync-storage,34.34,51.12,136.7,99.882,0.059,583.0,50.47
2021-01-09,PRJ-013,cloudsync-desktop,39.08,47.72,164.4,99.876,0.033,533.0,49.32
2021-01-09,PRJ-014,visionai-inference,34.26,51.69,152.4,99.887,0.059,460.0,51.66
2021-01-09,PRJ-015,visionai-training,40.5,53.37,159.2,99.891,0.053,598.0,51.01
2021-01-09,PRJ-016,visionai-pipeline,32.83,53.28,136.0,99.88,0.077,574.0,48.58
2021-01-09,PRJ-017,fusionerp-core,35.25,53.52,146.7,99.879,0.066,599.0,48.92
2021-01-09,PRJ-018,fusionerp-payroll,32.17,47.92,137.3,99.88,0.048,546.0,48.72
2021-01-09,PRJ-019,fusionerp-frontend,31.22,53.09,146.4,99.873,0.042,484.0,51.1
2021-01-09,PRJ-020,platform-k8s-mesh,40.82,51.0,136.2,99.885,0.061,486.0,50.98
2021-01-09,PRJ-021,platform-logging,34.12,49.39,138.3,99.871,0.071,579.0,50.4
2021-01-09,PRJ-022,platform-monitoring,40.15,51.97,142.1,99.854,0.052,563.0,49.35
2021-01-09,PRJ-023,security-auth-proxy,33.15,49.99,152.4,99.895,0.068,447.0,50.26
2021-01-09,PRJ-024,security-scanner,32.34,49.97,146.2,99.853,0.06,411.0,51.46
2021-01-09,PRJ-025,devops-ci-cd,32.22,48.02,146.8,99.869,0.04,423.0,50.89
2021-01-10,PRJ-001,novacommerce-api,38.84,50.0,148.1,99.887,0.043,576.0,50.57
2021-01-10,PRJ-002,novacommerce-ui,32.42,51.56,150.4,99.888,0.071,508.0,50.66
2021-01-10,PRJ-003,novacommerce-cart,40.52,51.8,162.9,99.891,0.065,489.0,52.25
2021-01-10,PRJ-004,novacommerce-checkout,31.47,52.9,138.9,99.877,0.073,569.0,51.84
2021-01-10,PRJ-005,atlaspay-gateway,36.53,51.03,138.0,99.87,0.074,525.0,50.04
2021-01-10,PRJ-006,atlaspay-ledger,38.22,49.82,161.4,99.858,0.048,452.0,49.0
2021-01-10,PRJ-007,atlaspay-portal,36.01,50.13,153.9,99.871,0.069,570.0,50.29
2021-01-10,PRJ-008,insightcrm-api,34.69,53.45,164.6,99.88,0.045,419.0,50.43
2021-01-10,PRJ-009,insightcrm-ui,32.62,49.93,148.5,99.868,0.049,423.0,50.33
2021-01-10,PRJ-010,insightcrm-analytics,34.42,50.3,145.3,99.889,0.074,464.0,51.03
2021-01-10,PRJ-011,cloudsync-daemon,39.49,48.9,153.1,99.853,0.073,435.0,51.45
2021-01-10,PRJ-012,cloudsync-storage,34.84,48.28,137.7,99.891,0.071,521.0,50.16
2021-01-10,PRJ-013,cloudsync-desktop,32.14,51.18,162.3,99.882,0.05,421.0,51.59
2021-01-10,PRJ-014,visionai-inference,37.37,53.03,153.2,99.898,0.075,437.0,50.27
2021-01-10,PRJ-015,visionai-training,39.0,52.88,146.0,99.89,0.068,570.0,51.11
2021-01-10,PRJ-016,visionai-pipeline,34.11,50.96,151.6,99.855,0.051,464.0,49.82
2021-01-10,PRJ-017,fusionerp-core,39.6,53.29,137.9,99.878,0.058,472.0,52.47
2021-01-10,PRJ-018,fusionerp-payroll,33.83,52.49,157.6,99.894,0.063,570.0,51.91
2021-01-10,PRJ-019,fusionerp-frontend,36.95,48.8,155.8,99.856,0.078,462.0,50.19
2021-01-10,PRJ-020,platform-k8s-mesh,36.46,51.55,139.2,99.876,0.046,442.0,49.15
2021-01-10,PRJ-021,platform-logging,35.21,48.64,161.0,99.855,0.039,538.0,51.65
2021-01-10,PRJ-022,platform-monitoring,31.46,52.01,146.9,99.877,0.077,492.0,51.14
2021-01-10,PRJ-023,security-auth-proxy,39.73,53.21,144.2,99.885,0.046,495.0,50.19
2021-01-10,PRJ-024,security-scanner,33.87,48.86,155.2,99.895,0.037,408.0,49.57
2021-01-10,PRJ-025,devops-ci-cd,33.44,52.48,155.1,99.888,0.054,539.0,52.43
2021-01-11,PRJ-001,novacommerce-api,38.81,48.63,153.7,99.888,0.043,814.0,49.55
2021-01-11,PRJ-002,novacommerce-ui,34.73,49.36,154.0,99.887,0.08,1181.0,51.33
2021-01-11,PRJ-003,novacommerce-cart,41.85,49.53,162.5,99.87,0.054,999.0,50.68
2021-01-11,PRJ-004,novacommerce-checkout,39.19,51.62,151.3,99.852,0.077,889.0,52.14
2021-01-11,PRJ-005,atlaspay-gateway,37.58,50.54,148.6,99.863,0.034,923.0,48.92
2021-01-11,PRJ-006,atlaspay-ledger,32.4,49.12,144.7,99.892,0.059,1192.0,49.96
2021-01-11,PRJ-007,atlaspay-portal,32.37,51.76,147.9,99.885,0.051,815.0,52.35
2021-01-11,PRJ-008,insightcrm-api,39.32,50.7,137.7,99.851,0.058,903.0,49.03
2021-01-11,PRJ-009,insightcrm-ui,34.32,52.28,154.6,99.887,0.053,1186.0,48.57
2021-01-11,PRJ-010,insightcrm-analytics,34.77,50.31,155.4,99.855,0.043,859.0,49.17
2021-01-11,PRJ-011,cloudsync-daemon,40.29,48.44,157.6,99.891,0.04,903.0,50.91
2021-01-11,PRJ-012,cloudsync-storage,41.66,51.72,136.4,99.877,0.072,1148.0,51.56
2021-01-11,PRJ-013,cloudsync-desktop,39.45,49.49,149.8,99.874,0.043,904.0,50.72
2021-01-11,PRJ-014,visionai-inference,41.7,50.21,135.2,99.878,0.032,907.0,51.79
2021-01-11,PRJ-015,visionai-training,34.49,49.0,148.8,99.9,0.041,815.0,50.24
2021-01-11,PRJ-016,visionai-pipeline,37.15,49.8,147.0,99.864,0.048,1076.0,49.89
2021-01-11,PRJ-017,fusionerp-core,41.57,48.8,145.6,99.857,0.061,978.0,52.29
2021-01-11,PRJ-018,fusionerp-payroll,32.42,51.15,137.7,99.899,0.054,820.0,51.17
2021-01-11,PRJ-019,fusionerp-frontend,41.42,51.11,150.3,99.869,0.073,1069.0,49.89
2021-01-11,PRJ-020,platform-k8s-mesh,40.36,53.39,151.7,99.889,0.033,1183.0,51.26
2021-01-11,PRJ-021,platform-logging,39.16,50.56,138.7,99.868,0.073,1049.0,48.82
