deployment_id,environment,timestamp,pipeline_run,duration_seconds,status,rollback,linked_pr,linked_adr
DEP-0053,production,2021-02-14 04:08:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/62332,206,Success,False,PR-0037,ADR-0009
DEP-0054,staging,2021-02-15 00:14:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/71698,174,Success,False,PR-0028,
DEP-0055,production,2021-02-15 06:14:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/81090,151,Success,False,PR-0028,
DEP-0056,staging,2021-02-15 00:21:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/15684,139,Failed,False,PR-0039,ADR-0008
DEP-0057,staging,2021-02-15 01:37:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/15684,126,Success,False,PR-0039,ADR-0008
DEP-0058,production,2021-02-15 10:37:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/82953,90,Success,False,PR-0039,ADR-0008
DEP-0059,staging,2021-02-16 00:10:00,https://github.com/novatech-solutions/visionai-engine/actions/runs/99632,82,Failed,False,PR-0031,ADR-0007
DEP-0060,staging,2021-02-16 01:17:00,https://github.com/novatech-solutions/visionai-engine/actions/runs/99632,86,Success,False,PR-0031,ADR-0007
DEP-0061,production,2021-02-16 05:17:00,https://github.com/novatech-solutions/visionai-engine/actions/runs/56252,163,Success,False,PR-0031,ADR-0007
DEP-0062,staging,2021-02-16 00:21:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/99483,94,Success,False,PR-0040,
DEP-0063,production,2021-02-16 22:21:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/32362,224,Success,False,PR-0040,
DEP-0064,staging,2021-02-17 00:19:00,https://github.com/novatech-solutions/security-tools/actions/runs/76457,223,Failed,False,PR-0009,ADR-0002
DEP-0065,staging,2021-02-17 01:43:00,https://github.com/novatech-solutions/security-tools/actions/runs/76457,204,Success,False,PR-0009,ADR-0002
DEP-0066,production,2021-02-17 10:43:00,https://github.com/novatech-solutions/security-tools/actions/runs/33036,136,Success,False,PR-0009,ADR-0002
DEP-0067,staging,2021-02-17 00:22:00,https://github.com/novatech-solutions/cloudsync-core/actions/runs/84110,215,Success,False,PR-0043,ADR-0010
DEP-0068,production,2021-02-17 12:22:00,https://github.com/novatech-solutions/cloudsync-core/actions/runs/93360,145,Success,False,PR-0043,ADR-0010
DEP-0069,staging,2021-02-17 00:26:00,https://github.com/novatech-solutions/cloudsync-core/actions/runs/93678,138,Failed,False,PR-0046,ADR-0010
DEP-0070,staging,2021-02-17 01:54:00,https://github.com/novatech-solutions/cloudsync-core/actions/runs/93678,137,Success,False,PR-0046,ADR-0010
DEP-0071,production,2021-02-17 16:54:00,https://github.com/novatech-solutions/cloudsync-core/actions/runs/40036,306,Success,False,PR-0046,ADR-0010
DEP-0072,staging,2021-02-19 00:17:00,https://github.com/novatech-solutions/platform-infra/actions/runs/38533,188,Success,False,PR-0013,ADR-0003
DEP-0073,production,2021-02-19 16:17:00,https://github.com/novatech-solutions/platform-infra/actions/runs/15534,324,Success,False,PR-0013,ADR-0003
DEP-0074,staging,2021-02-19 00:27:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/26138,176,Success,False,PR-0041,ADR-0008
DEP-0075,production,2021-02-19 21:27:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/12965,275,Success,False,PR-0041,ADR-0008
DEP-0076,staging,2021-02-19 00:17:00,https://github.com/novatech-solutions/cloudsync-core/actions/runs/24544,107,Success,False,PR-0042,ADR-0010
DEP-0077,production,2021-02-20 00:17:00,https://github.com/novatech-solutions/cloudsync-core/actions/runs/38704,93,Failed,True,PR-0042,ADR-0010
DEP-0078,staging,2021-02-20 00:16:00,https://github.com/novatech-solutions/atlaspay-backend/actions/runs/90887,121,Success,False,PR-0045,
DEP-0079,production,2021-02-20 21:16:00,https://github.com/novatech-solutions/atlaspay-backend/actions/runs/20874,259,Success,False,PR-0045,
DEP-0080,staging,2021-02-24 00:24:00,https://github.com/novatech-solutions/platform-infra/actions/runs/66695,234,Success,False,PR-0018,ADR-0004
DEP-0081,production,2021-02-24 21:24:00,https://github.com/novatech-solutions/platform-infra/actions/runs/59063,225,Success,False,PR-0018,ADR-0004
DEP-0082,staging,2021-02-24 00:09:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/57471,153,Success,False,PR-0038,ADR-0008
DEP-0083,production,2021-02-24 17:09:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/40535,178,Success,False,PR-0038,ADR-0008
DEP-0084,staging,2021-02-25 00:29:00,https://github.com/novatech-solutions/insightcrm-web/actions/runs/84488,76,Success,False,PR-0049,
DEP-0085,production,2021-02-25 22:29:00,https://github.com/novatech-solutions/insightcrm-web/actions/runs/51204,354,Success,False,PR-0049,
DEP-0086,staging,2021-02-27 00:29:00,https://github.com/novatech-solutions/cloudsync-core/actions/runs/32216,100,Failed,False,PR-0044,ADR-0012
DEP-0087,staging,2021-02-27 01:37:00,https://github.com/novatech-solutions/cloudsync-core/actions/runs/32216,89,Success,False,PR-0044,ADR-0012
DEP-0088,production,2021-02-27 21:37:00,https://github.com/novatech-solutions/cloudsync-core/actions/runs/33860,107,Success,False,PR-0044,ADR-0012
DEP-0089,staging,2021-03-01 00:16:00,https://github.com/novatech-solutions/insightcrm-core/actions/runs/47155,201,Success,False,PR-0022,ADR-0005
DEP-0090,production,2021-03-01 12:16:00,https://github.com/novatech-solutions/insightcrm-core/actions/runs/51201,253,Success,False,PR-0022,ADR-0005
DEP-0091,staging,2021-03-01 00:14:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/52126,69,Success,False,PR-0048,ADR-0014
DEP-0092,production,2021-03-01 10:14:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/69267,347,Success,False,PR-0048,ADR-0014
DEP-0093,staging,2021-03-02 00:10:00,https://github.com/novatech-solutions/security-tools/actions/runs/24501,207,Success,False,PR-0024,ADR-0006
DEP-0094,production,2021-03-02 06:10:00,https://github.com/novatech-solutions/security-tools/actions/runs/68711,295,Success,False,PR-0024,ADR-0006
DEP-0095,staging,2021-03-02 00:12:00,https://github.com/novatech-solutions/insightcrm-web/actions/runs/98625,153,Success,False,PR-0055,
DEP-0096,production,2021-03-02 22:12:00,https://github.com/novatech-solutions/insightcrm-web/actions/runs/92821,104,Success,False,PR-0055,
DEP-0097,staging,2021-03-06 00:18:00,https://github.com/novatech-solutions/visionai-engine/actions/runs/37013,97,Success,False,PR-0029,ADR-0007
DEP-0098,production,2021-03-06 02:18:00,https://github.com/novatech-solutions/visionai-engine/actions/runs/67728,128,Success,False,PR-0029,ADR-0007
DEP-0099,staging,2021-03-07 00:07:00,https://github.com/novatech-solutions/visionai-engine/actions/runs/56669,150,Success,False,PR-0051,ADR-0011
DEP-0100,production,2021-03-07 16:07:00,https://github.com/novatech-solutions/visionai-engine/actions/runs/27376,186,Success,False,PR-0051,ADR-0011
DEP-0101,staging,2021-03-07 00:24:00,https://github.com/novatech-solutions/novacommerce-web/actions/runs/25650,226,Success,False,PR-0054,ADR-0017
DEP-0102,production,2021-03-07 13:24:00,https://github.com/novatech-solutions/novacommerce-web/actions/runs/19249,154,Success,False,PR-0054,ADR-0017
DEP-0103,staging,2021-03-07 00:16:00,https://github.com/novatech-solutions/platform-infra/actions/runs/71964,222,Success,False,PR-0066,ADR-0013
DEP-0104,production,2021-03-07 09:16:00,https://github.com/novatech-solutions/platform-infra/actions/runs/36888,282,Success,False,PR-0066,ADR-0013
DEP-0105,staging,2021-03-08 00:20:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/16672,185,Success,False,PR-0032,ADR-0008
DEP-0106,production,2021-03-08 08:20:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/64240,198,Success,False,PR-0032,ADR-0008
DEP-0107,staging,2021-03-08 00:17:00,https://github.com/novatech-solutions/visionai-engine/actions/runs/66028,192,Success,False,PR-0056,ADR-0011
DEP-0108,production,2021-03-08 22:17:00,https://github.com/novatech-solutions/visionai-engine/actions/runs/60591,155,Success,False,PR-0056,ADR-0011
DEP-0109,staging,2021-03-08 00:25:00,https://github.com/novatech-solutions/atlaspay-backend/actions/runs/99238,89,Success,False,PR-0067,ADR-0016
DEP-0110,production,2021-03-08 15:25:00,https://github.com/novatech-solutions/atlaspay-backend/actions/runs/43796,347,Success,False,PR-0067,ADR-0016
DEP-0111,staging,2021-03-09 00:05:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/79655,77,Success,False,PR-0033,ADR-0009
DEP-0112,production,2021-03-09 21:05:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/81590,259,Success,False,PR-0033,ADR-0009
DEP-0113,staging,2021-03-10 00:15:00,https://github.com/novatech-solutions/visionai-engine/actions/runs/77402,189,Success,False,PR-0053,ADR-0011
DEP-0114,production,2021-03-10 21:15:00,https://github.com/novatech-solutions/visionai-engine/actions/runs/68473,153,Success,False,PR-0053,ADR-0011
DEP-0115,staging,2021-03-10 00:10:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/17595,166,Success,False,PR-0061,ADR-0014
DEP-0116,production,2021-03-10 01:10:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/21780,240,Success,False,PR-0061,ADR-0014
DEP-0117,staging,2021-03-10 00:05:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/83007,203,Success,False,PR-0065,ADR-0015
DEP-0118,production,2021-03-10 06:05:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/13676,320,Success,False,PR-0065,ADR-0015
DEP-0119,staging,2021-03-11 00:12:00,https://github.com/novatech-solutions/cloudsync-core/actions/runs/21326,182,Success,False,PR-0035,ADR-0010
DEP-0120,production,2021-03-11 19:12:00,https://github.com/novatech-solutions/cloudsync-core/actions/runs/43816,317,Success,False,PR-0035,ADR-0010
DEP-0121,staging,2021-03-11 00:15:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/89144,65,Success,False,PR-0063,ADR-0015
DEP-0122,production,2021-03-11 16:15:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/96636,226,Success,False,PR-0063,ADR-0015
DEP-0123,staging,2021-03-11 00:13:00,https://github.com/novatech-solutions/platform-infra/actions/runs/71963,237,Success,False,PR-0068,ADR-0013
DEP-0124,production,2021-03-11 22:13:00,https://github.com/novatech-solutions/platform-infra/actions/runs/99201,178,Failed,True,PR-0068,ADR-0013
DEP-0125,staging,2021-03-14 00:15:00,https://github.com/novatech-solutions/visionai-engine/actions/runs/64790,133,Success,False,PR-0064,
DEP-0126,production,2021-03-14 04:15:00,https://github.com/novatech-solutions/visionai-engine/actions/runs/92044,258,Success,False,PR-0064,
DEP-0127,staging,2021-03-16 00:15:00,https://github.com/novatech-solutions/novacommerce-web/actions/runs/92505,126,Success,False,PR-0076,ADR-0017
DEP-0128,production,2021-03-16 01:15:00,https://github.com/novatech-solutions/novacommerce-web/actions/runs/83418,314,Success,False,PR-0076,ADR-0017
DEP-0129,staging,2021-03-17 00:30:00,https://github.com/novatech-solutions/atlaspay-backend/actions/runs/17055,107,Success,False,PR-0069,ADR-0016
DEP-0130,production,2021-03-17 04:30:00,https://github.com/novatech-solutions/atlaspay-backend/actions/runs/25010,122,Success,False,PR-0069,ADR-0016
DEP-0131,staging,2021-03-17 00:12:00,https://github.com/novatech-solutions/novacommerce-web/actions/runs/95466,191,Failed,False,PR-0071,ADR-0017
DEP-0132,staging,2021-03-17 01:39:00,https://github.com/novatech-solutions/novacommerce-web/actions/runs/95466,185,Success,False,PR-0071,ADR-0017
DEP-0133,production,2021-03-17 21:39:00,https://github.com/novatech-solutions/novacommerce-web/actions/runs/19773,146,Success,False,PR-0071,ADR-0017
DEP-0134,staging,2021-03-17 00:29:00,https://github.com/novatech-solutions/novacommerce-web/actions/runs/52373,218,Success,False,PR-0072,ADR-0017
DEP-0135,production,2021-03-17 21:29:00,https://github.com/novatech-solutions/novacommerce-web/actions/runs/56185,153,Success,False,PR-0072,ADR-0017
DEP-0136,staging,2021-03-19 00:30:00,https://github.com/novatech-solutions/visionai-engine/actions/runs/44458,112,Success,False,PR-0075,ADR-0018
DEP-0137,production,2021-03-19 11:30:00,https://github.com/novatech-solutions/visionai-engine/actions/runs/82156,118,Success,False,PR-0075,ADR-0018
DEP-0138,staging,2021-03-23 00:23:00,https://github.com/novatech-solutions/platform-infra/actions/runs/72945,235,Success,False,PR-0074,ADR-0020
DEP-0139,production,2021-03-23 03:23:00,https://github.com/novatech-solutions/platform-infra/actions/runs/73994,201,Success,False,PR-0074,ADR-0020
DEP-0140,staging,2021-03-24 00:29:00,https://github.com/novatech-solutions/visionai-engine/actions/runs/11586,179,Success,False,PR-0050,ADR-0011
DEP-0141,production,2021-03-24 22:29:00,https://github.com/novatech-solutions/visionai-engine/actions/runs/60337,121,Success,False,PR-0050,ADR-0011
DEP-0142,staging,2021-03-29 00:29:00,https://github.com/novatech-solutions/cloudsync-core/actions/runs/55020,73,Success,False,PR-0057,ADR-0012
DEP-0143,production,2021-03-29 23:29:00,https://github.com/novatech-solutions/cloudsync-core/actions/runs/47980,304,Success,False,PR-0057,ADR-0012
DEP-0144,staging,2021-03-29 00:05:00,https://github.com/novatech-solutions/visionai-engine/actions/runs/80830,82,Success,False,PR-0077,ADR-0018
DEP-0145,production,2021-03-29 08:05:00,https://github.com/novatech-solutions/visionai-engine/actions/runs/12883,231,Success,False,PR-0077,ADR-0018
DEP-0146,staging,2021-03-30 00:27:00,https://github.com/novatech-solutions/platform-infra/actions/runs/48524,228,Success,False,PR-0058,ADR-0013
DEP-0147,production,2021-03-31 00:27:00,https://github.com/novatech-solutions/platform-infra/actions/runs/91303,322,Success,False,PR-0058,ADR-0013
DEP-0148,staging,2021-03-30 00:05:00,https://github.com/novatech-solutions/security-tools/actions/runs/84075,192,Success,False,PR-0080,ADR-0019
DEP-0149,production,2021-03-30 07:05:00,https://github.com/novatech-solutions/security-tools/actions/runs/69574,141,Success,False,PR-0080,ADR-0019
DEP-0150,staging,2021-03-30 00:11:00,https://github.com/novatech-solutions/security-tools/actions/runs/66786,134,Success,False,PR-0084,
DEP-0151,production,2021-03-30 04:11:00,https://github.com/novatech-solutions/security-tools/actions/runs/30487,273,Success,False,PR-0084,
DEP-0152,staging,2021-03-31 00:09:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/18745,80,Success,False,PR-0059,ADR-0014
DEP-0153,production,2021-03-31 08:09:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/48474,130,Success,False,PR-0059,ADR-0014
DEP-0154,staging,2021-03-31 00:22:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/28131,86,Success,False,PR-0060,ADR-0015
DEP-0155,production,2021-03-31 14:22:00,https://github.com/novatech-solutions/novacommerce-core/actions/runs/60419,158,Success,False,PR-0060,ADR-0015
DEP-0156,staging,2021-04-01 00:16:00,https://github.com/novatech-solutions/atlaspay-backend/actions/runs/52984,116,Success,False,PR-0062,ADR-0016
DEP-0157,production,2021-04-01 21:16:00,https://github.com/novatech-solutions/atlaspay-backend/actions/runs/80358,212,Success,False,PR-0062,ADR-0016
DEP-0158,staging,2021-04-03 00:11:00,https://github.com/novatech-solutions/security-tools/actions/runs/90790,226,Success,False,PR-0079,ADR-0019
DEP-0159,production,2021-04-03 14:11:00,https://github.com/novatech-solutions/security-tools/actions/runs/63462,255,Success,False,PR-0079,ADR-0019
DEP-0160,staging,2021-04-03 00:05:00,https://github.com/novatech-solutions/security-tools/actions/runs/90057,164,Success,False,PR-0081,ADR-0019
DEP-0161,production,2021-04-03 09:05:00,https://github.com/novatech-solutions/security-tools/actions/runs/76942,297,Success,False,PR-0081,ADR-0019
DEP-0162,staging,2021-04-03 00:25:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/16768,172,Success,False,PR-0083,
DEP-0163,production,2021-04-03 20:25:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/91200,131,Success,False,PR-0083,
DEP-0164,staging,2021-04-04 00:16:00,https://github.com/novatech-solutions/platform-infra/actions/runs/87299,230,Success,False,PR-0085,ADR-0020
DEP-0165,production,2021-04-04 14:16:00,https://github.com/novatech-solutions/platform-infra/actions/runs/33648,143,Success,False,PR-0085,ADR-0020
DEP-0166,staging,2021-04-05 00:25:00,https://github.com/novatech-solutions/security-tools/actions/runs/43655,124,Success,False,PR-0089,ADR-0022
DEP-0167,production,2021-04-05 21:25:00,https://github.com/novatech-solutions/security-tools/actions/runs/90844,220,Success,False,PR-0089,ADR-0022
DEP-0168,staging,2021-04-06 00:11:00,https://github.com/novatech-solutions/novacommerce-web/actions/runs/82482,226,Success,False,PR-0070,ADR-0017
DEP-0169,production,2021-04-06 10:11:00,https://github.com/novatech-solutions/novacommerce-web/actions/runs/44371,347,Success,False,PR-0070,ADR-0017
DEP-0170,staging,2021-04-06 00:13:00,https://github.com/novatech-solutions/atlaspay-backend/actions/runs/32103,75,Success,False,PR-0087,
DEP-0171,production,2021-04-06 08:13:00,https://github.com/novatech-solutions/atlaspay-backend/actions/runs/25010,332,Success,False,PR-0087,
DEP-0172,staging,2021-04-06 00:30:00,https://github.com/novatech-solutions/platform-infra/actions/runs/53235,158,Success,False,PR-0088,
DEP-0173,production,2021-04-06 22:30:00,https://github.com/novatech-solutions/platform-infra/actions/runs/82896,166,Success,False,PR-0088,
DEP-0174,staging,2021-04-07 00:18:00,https://github.com/novatech-solutions/platform-infra/actions/runs/19995,79,Success,False,PR-0086,ADR-0020
DEP-0175,production,2021-04-07 17:18:00,https://github.com/novatech-solutions/platform-infra/actions/runs/90757,299,Success,False,PR-0086,ADR-0020
DEP-0176,staging,2021-04-09 00:07:00,https://github.com/novatech-solutions/visionai-engine/actions/runs/81674,78,Success,False,PR-0073,ADR-0018
DEP-0177,production,2021-04-09 23:07:00,https://github.com/novatech-solutions/visionai-engine/actions/runs/94931,139,Success,False,PR-0073,ADR-0018
DEP-0178,staging,2021-04-10 00:29:00,https://github.com/novatech-solutions/cloudsync-apps/actions/runs/17212,195,Success,False,PR-0093,
DEP-0179,production,2021-04-10 04:29:00,https://github.com/novatech-solutions/cloudsync-apps/actions/runs/70167,235,Success,False,PR-0093,
DEP-0180,staging,2021-04-12 00:05:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/45086,224,Success,False,PR-0098,ADR-0021
DEP-0181,production,2021-04-12 09:05:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/43458,219,Success,False,PR-0098,ADR-0021
DEP-0182,staging,2021-04-13 00:15:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/98308,118,Success,False,PR-0096,ADR-0021
DEP-0183,production,2021-04-13 05:15:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/27547,330,Success,False,PR-0096,ADR-0021
DEP-0184,staging,2021-04-13 00:07:00,https://github.com/novatech-solutions/security-tools/actions/runs/18427,237,Failed,False,PR-0100,ADR-0022
DEP-0185,staging,2021-04-13 01:13:00,https://github.com/novatech-solutions/security-tools/actions/runs/18427,238,Success,False,PR-0100,ADR-0022
DEP-0186,production,2021-04-13 04:13:00,https://github.com/novatech-solutions/security-tools/actions/runs/10992,134,Failed,True,PR-0100,ADR-0022
DEP-0187,staging,2021-04-15 00:23:00,https://github.com/novatech-solutions/visionai-engine/actions/runs/99020,235,Success,False,PR-0090,ADR-0024
DEP-0188,production,2021-04-15 05:23:00,https://github.com/novatech-solutions/visionai-engine/actions/runs/93852,358,Success,False,PR-0090,ADR-0024
DEP-0189,staging,2021-04-15 00:09:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/56753,147,Success,False,PR-0092,
DEP-0190,production,2021-04-15 03:09:00,https://github.com/novatech-solutions/fusionerp-monolith/actions/runs/32626,312,Success,False,PR-0092,
DEP-0191,staging,2021-04-18 00:26:00,https://github.com/novatech-solutions/security-tools/actions/runs/10020,62,Success,False,PR-0078,ADR-0019
DEP-0192,production,2021-04-18 01:26:00,https://github.com/novatech-solutions/security-tools/actions/runs/81062,352,Success,False,PR-0078,ADR-0019
